appendix_table,caption,row_label,column_position,estimate,std_error,significance_marker,interval_first,interval_second,interval_low,interval_high,interval_printed_descending
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (Lucid) Republican yes,1,4.56,2.71,,9.87,-0.76,-0.76,9.87,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,A black man invented the light bulb Panel 1 (Lucid) Republican yes,2,-1.63,2.65,,-6.84,3.58,-6.84,3.58,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (Lucid) Republican no,1,8.1,3.26,*,14.49,1.71,1.71,14.49,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (Lucid) Republican no,2,-13.43,3.14,*,-19.6,-7.26,-19.6,-7.26,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (Lucid) Republican yes,1,9.8,2.9,*,15.49,4.12,4.12,15.49,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Antifa start West Coast wildfires Panel 1 (Lucid) Republican yes,2,-15.27,2.75,*,-20.67,-9.87,-20.67,-9.87,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Republican no,1,5.56,3.05,,11.54,-0.43,-0.43,11.54,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Republican no,2,-10.21,3.01,*,-16.12,-4.31,-16.12,-4.31,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Republican yes,1,5.72,2.99,,11.58,-0.14,-0.14,11.58,TRUE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) Republican yes,2,-9.05,2.88,*,-14.71,-3.39,-14.71,-3.39,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Meta-analysis Meta-analysis Republican no,1,3.39,1.35,*,0.75,6.03,0.75,6.03,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Meta-analysis Meta-analysis Republican no,2,-8.76,1.29,*,-11.29,-6.23,-11.29,-6.23,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Meta-analysis Meta-analysis Republican yes,1,3.79,1.26,*,1.32,6.26,1.32,6.26,FALSE
3,Table 3: Conditional average treatment effects at Wave 1 among Republicans,Meta-analysis Meta-analysis Republican yes,2,-8.64,1.18,*,-10.95,-6.33,-10.95,-6.33,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) w1 no,1,-4,4.07,,-12.01,4,-12.01,4,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) w2 no,1,-3.55,4.25,,-11.91,4.81,-11.91,4.81,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) ratio no,1,0.89,0.87,,-0.83,2.6,-0.83,2.6,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) w1 no,1,-11.58,3.92,*,-19.28,-3.88,-19.28,-3.88,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) w2 no,1,-3.41,4.02,,-11.31,4.49,-11.31,4.49,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) ratio no,1,0.29,0.31,,-0.31,0.9,-0.31,0.9,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Wisconsin has more votes than registered voters Panel 7 (Lucid) w1 no,1,-4.32,4.08,,-12.34,3.7,-12.34,3.7,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Wisconsin has more votes than registered voters Panel 7 (Lucid) w2 no,1,-0.32,4.12,,-8.42,7.77,-8.42,7.77,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Wisconsin has more votes than registered voters Panel 7 (Lucid) ratio no,1,0.07,0.91,,-1.71,1.86,-1.71,1.86,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Presidential winner must be announced election night Panel 6 (MTurk) w1 no,1,-11.39,4.06,*,-19.37,-3.41,-19.37,-3.41,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Presidential winner must be announced election night Panel 6 (MTurk) w2 no,1,-5.71,4.06,,-13.7,2.28,-13.7,2.28,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Presidential winner must be announced election night Panel 6 (MTurk) ratio no,1,0.5,0.27,,-0.03,1.04,-0.03,1.04,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) w1 no,1,-9.62,3.78,*,-17.06,-2.19,-17.06,-2.19,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) w2 no,1,-2.87,3.85,,-10.44,4.71,-10.44,4.71,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) ratio no,1,0.3,0.32,,-0.34,0.93,-0.34,0.93,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump said ’Good’ to children’s separation Panel 6 (MTurk) w1 no,1,-26.81,3.59,*,-33.87,-19.75,-33.87,-19.75,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump said ’Good’ to children’s separation Panel 6 (MTurk) w2 no,1,-26.41,3.78,*,-33.83,-18.98,-33.83,-18.98,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump said ’Good’ to children’s separation Panel 6 (MTurk) ratio no,1,0.98,0.1,*,0.79,1.18,0.79,1.18,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) w1 no,1,-7.33,3.97,,-15.15,0.48,-15.15,0.48,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) w2 no,1,0.42,4.22,,-7.9,8.73,-7.9,8.73,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) ratio no,1,-0.06,0.59,,-1.23,1.11,-1.23,1.11,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Joe Biden has never made more than $400k Panel 5 (Lucid) w1 no,1,-2.43,3.76,,-9.82,4.97,-9.82,4.97,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Joe Biden has never made more than $400k Panel 5 (Lucid) w2 no,1,-2.39,3.91,,-10.08,5.31,-10.08,5.31,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Joe Biden has never made more than $400k Panel 5 (Lucid) ratio no,1,0.98,1.7,,-2.36,4.32,-2.36,4.32,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) w1 no,1,2.28,3.77,,-5.13,9.7,-5.13,9.7,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) w2 no,1,0.72,4.02,,-7.18,8.62,-7.18,8.62,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) ratio no,1,0.31,1.59,,-2.82,3.44,-2.82,3.44,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) w1 no,1,-0.97,1.98,,-4.85,2.91,-4.85,2.91,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) w2 no,1,0.66,2.07,,-3.4,4.72,-3.4,4.72,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) ratio no,1,-0.68,3.3,,-7.15,5.8,-7.15,5.8,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) w1 no,1,-7.99,2.13,*,-12.18,-3.8,-12.18,-3.8,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) w2 no,1,-2,2.27,,-6.44,2.45,-6.44,2.45,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) ratio no,1,0.25,0.24,,-0.23,0.73,-0.23,0.73,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) w1 no,1,-14.54,2.14,*,-18.75,-10.33,-18.75,-10.33,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) w2 no,1,-6.34,2.24,*,-10.74,-1.94,-10.74,-1.94,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) ratio no,1,0.44,0.13,*,0.19,0.68,0.19,0.68,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Donald Trump claimed his DNA was USA Panel 3 (Lucid) w1 no,1,-6.12,3.18,,-12.36,0.13,-12.36,0.13,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Donald Trump claimed his DNA was USA Panel 3 (Lucid) w2 no,1,-0.83,3.76,,-8.22,6.55,-8.22,6.55,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Donald Trump claimed his DNA was USA Panel 3 (Lucid) ratio no,1,0.14,0.59,,-1.03,1.3,-1.03,1.3,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) w1 no,1,-16.32,3.14,*,-22.5,-10.15,-22.5,-10.15,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) w2 no,1,-3.58,3.52,,-10.5,3.34,-10.5,3.34,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) ratio no,1,0.22,0.2,,-0.17,0.61,-0.17,0.61,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Obama failed to nominate US judges Panel 3 (Lucid) w1 no,1,-7.35,3.44,*,-14.11,-0.58,-14.11,-0.58,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Obama failed to nominate US judges Panel 3 (Lucid) w2 no,1,2.3,3.6,,-4.78,9.38,-4.78,9.38,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Obama failed to nominate US judges Panel 3 (Lucid) ratio no,1,-0.31,0.57,,-1.43,0.8,-1.43,0.8,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Biden wears wire at debate Panel 2 (MTurk) w1 no,1,-3.51,2.85,,-9.1,2.08,-9.1,2.08,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Biden wears wire at debate Panel 2 (MTurk) w2 no,1,-1.91,2.86,,-7.51,3.7,-7.51,3.7,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Biden wears wire at debate Panel 2 (MTurk) ratio no,1,0.54,0.56,,-0.56,1.65,-0.56,1.65,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump holds Bible upside down Panel 2 (MTurk) w1 no,1,-19,2.72,*,-24.35,-13.65,-24.35,-13.65,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump holds Bible upside down Panel 2 (MTurk) w2 no,1,-21.04,2.74,*,-26.43,-15.65,-26.43,-15.65,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump holds Bible upside down Panel 2 (MTurk) ratio no,1,1.11,0.12,*,0.86,1.35,0.86,1.35,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump responsible for all Covid deaths Panel 2 (MTurk) w1 no,1,-6.89,3.08,*,-12.93,-0.84,-12.93,-0.84,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump responsible for all Covid deaths Panel 2 (MTurk) w2 no,1,-2.93,3.12,,-9.04,3.19,-9.04,3.19,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Trump responsible for all Covid deaths Panel 2 (MTurk) ratio no,1,0.42,0.35,,-0.26,1.11,-0.26,1.11,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,A black man invented the light bulb Panel 1 (MTurk) w1 no,1,3.08,3.07,,-2.94,9.1,-2.94,9.1,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,A black man invented the light bulb Panel 1 (MTurk) w2 no,1,6.6,3.05,*,0.61,12.6,0.61,12.6,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,A black man invented the light bulb Panel 1 (MTurk) ratio no,1,2.14,1.52,,-0.85,5.13,-0.85,5.13,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Antifa start West Coast wildfires Panel 1 (MTurk) w1 no,1,5.36,3.21,,-0.95,11.66,-0.95,11.66,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Antifa start West Coast wildfires Panel 1 (MTurk) w2 no,1,6.2,3.21,,-0.11,12.51,-0.11,12.51,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Antifa start West Coast wildfires Panel 1 (MTurk) ratio no,1,1.16,0.35,*,0.47,1.84,0.47,1.84,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) w1 no,1,-2.74,3.13,,-8.89,3.42,-8.89,3.42,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) w2 no,1,-2.89,3.14,,-9.07,3.28,-9.07,3.28,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,SARS-CoV-2 man made virus created in the lab Panel 1 (MTurk) ratio no,1,1.06,0.77,,-0.45,2.56,-0.45,2.56,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,A black man invented the light bulb Panel 1 (Lucid) w1 no,1,4.08,4.4,,-4.58,12.75,-4.58,12.75,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,A black man invented the light bulb Panel 1 (Lucid) w2 no,1,0.42,4.59,,-8.62,9.46,-8.62,9.46,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,A black man invented the light bulb Panel 1 (Lucid) ratio no,1,0.1,1.07,,-2,2.2,-2,2.2,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Antifa start West Coast wildfires Panel 1 (Lucid) w1 no,1,-1.1,4.08,,-9.13,6.94,-9.13,6.94,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Antifa start West Coast wildfires Panel 1 (Lucid) w2 no,1,-0.57,4.02,,-8.48,7.34,-8.48,7.34,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Antifa start West Coast wildfires Panel 1 (Lucid) ratio no,1,0.52,3.08,,-5.54,6.57,-5.54,6.57,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) w1 no,1,3.01,4.9,,-6.63,12.65,-6.63,12.65,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) w2 no,1,-1.02,4.93,,-10.72,8.69,-10.72,8.69,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,SARS-CoV-2 man made virus created in the lab Panel 1 (Lucid) ratio no,1,-0.34,2.06,,-4.39,3.72,-4.39,3.72,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Meta-analysis Meta-analysis w1 no,1,-6.24,1.6,*,-9.38,-3.1,-9.38,-3.1,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Meta-analysis Meta-analysis w2 no,1,-2.99,1.5,*,-5.92,-0.06,-5.92,-0.06,FALSE
4,Table 4: Persistence to Time 2: Unadjusted Estimates,Meta-analysis Meta-analysis ratio no,1,0.54,0.11,*,0.33,0.76,0.33,0.76,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) w1 yes,1,-3.91,3.75,,-11.29,3.46,-11.29,3.46,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) w2 yes,1,-4.85,3.8,,-12.31,2.62,-12.31,2.62,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,GOP voters’ pens invisible to voting machines Panel 7 (Lucid) ratio yes,1,1.24,1.06,,-0.85,3.32,-0.85,3.32,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) w1 yes,1,-8.92,3.88,*,-16.55,-1.28,-16.55,-1.28,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) w2 yes,1,0.71,3.82,,-6.79,8.22,-6.79,8.22,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,USPS fails to deliver 27% of mail ballots in South FL Panel 7 (Lucid) ratio yes,1,-0.08,0.44,,-0.95,0.79,-0.95,0.79,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Wisconsin has more votes than registered voters Panel 7 (Lucid) w1 yes,1,-3.49,3.82,,-10.99,4.02,-10.99,4.02,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Wisconsin has more votes than registered voters Panel 7 (Lucid) w2 yes,1,1.3,3.7,,-5.97,8.58,-5.97,8.58,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Wisconsin has more votes than registered voters Panel 7 (Lucid) ratio yes,1,-0.37,1.34,,-3.01,2.26,-3.01,2.26,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Presidential winner must be announced election night Panel 6 (MTurk) w1 yes,1,-8.5,3.46,*,-15.31,-1.7,-15.31,-1.7,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Presidential winner must be announced election night Panel 6 (MTurk) w2 yes,1,-4.59,3.23,,-10.95,1.77,-10.95,1.77,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Presidential winner must be announced election night Panel 6 (MTurk) ratio yes,1,0.54,0.33,,-0.12,1.2,-0.12,1.2,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) w1 yes,1,-9.11,3.06,*,-15.13,-3.09,-15.13,-3.09,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) w2 yes,1,-1.68,2.95,,-7.49,4.13,-7.49,4.13,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Sen Coon’s daughter’s photo on Hunter Biden’s laptop Panel 6 (MTurk) ratio yes,1,0.18,0.29,,-0.39,0.76,-0.39,0.76,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump said ’Good’ to children’s separation Panel 6 (MTurk) w1 yes,1,-23.53,3.27,*,-29.96,-17.1,-29.96,-17.1,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump said ’Good’ to children’s separation Panel 6 (MTurk) w2 yes,1,-22.79,3.42,*,-29.53,-16.06,-29.53,-16.06,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump said ’Good’ to children’s separation Panel 6 (MTurk) ratio yes,1,0.97,0.11,*,0.75,1.19,0.75,1.19,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) w1 yes,1,-7.18,3.69,,-14.43,0.08,-14.43,0.08,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) w2 yes,1,-1.68,3.95,,-9.45,6.09,-9.45,6.09,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Biden and Obama plotted to have Seal Team 6 murdered Panel 5 (Lucid) ratio yes,1,0.23,0.5,,-0.76,1.22,-0.76,1.22,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Joe Biden has never made more than $400k Panel 5 (Lucid) w1 yes,1,-2.62,3.62,,-9.74,4.51,-9.74,4.51,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Joe Biden has never made more than $400k Panel 5 (Lucid) w2 yes,1,-2.33,3.8,,-9.81,5.14,-9.81,5.14,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Joe Biden has never made more than $400k Panel 5 (Lucid) ratio yes,1,0.89,1.57,,-2.19,3.97,-2.19,3.97,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) w1 yes,1,3.9,3.55,,-3.08,10.87,-3.08,10.87,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) w2 yes,1,1.11,3.66,,-6.08,8.3,-6.08,8.3,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Kamala Harris imprisoned prolife activists Panel 5 (Lucid) ratio yes,1,0.28,0.88,,-1.44,2.01,-1.44,2.01,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) w1 yes,1,-0.61,1.63,,-3.81,2.59,-3.81,2.59,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) w2 yes,1,0.91,1.68,,-2.39,4.21,-2.39,4.21,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Hunter Biden’s laptop had photos torturing children Panel 4 (MTurk) ratio yes,1,-1.49,6.15,,-13.55,10.57,-13.55,10.57,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) w1 yes,1,-8.96,1.86,*,-12.62,-5.3,-12.62,-5.3,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) w2 yes,1,-2.86,2.07,,-6.93,1.2,-6.93,1.2,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump chose Judge Barrett on basis of looks Panel 4 (MTurk) ratio yes,1,0.32,0.2,,-0.07,0.71,-0.07,0.71,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) w1 yes,1,-14.26,1.85,*,-17.88,-10.63,-17.88,-10.63,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) w2 yes,1,-5.57,2.04,*,-9.58,-1.57,-9.58,-1.57,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,WHO: children to be vaccinated without parents’ consent Panel 4 (MTurk) ratio yes,1,0.39,0.13,*,0.14,0.64,0.14,0.64,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Donald Trump claimed his DNA was USA Panel 3 (Lucid) w1 yes,1,-8.16,2.98,*,-14.01,-2.31,-14.01,-2.31,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Donald Trump claimed his DNA was USA Panel 3 (Lucid) w2 yes,1,-1.99,3.65,,-9.17,5.19,-9.17,5.19,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Donald Trump claimed his DNA was USA Panel 3 (Lucid) ratio yes,1,0.24,0.43,,-0.59,1.08,-0.59,1.08,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) w1 yes,1,-15.53,2.81,*,-21.06,-10,-21.06,-10,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) w2 yes,1,-3.06,3.14,,-9.24,3.12,-9.24,3.12,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Judge Barrett made homophobic and racist statements Panel 3 (Lucid) ratio yes,1,0.2,0.19,,-0.17,0.57,-0.17,0.57,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Obama failed to nominate US judges Panel 3 (Lucid) w1 yes,1,-6.05,3.29,,-12.5,0.41,-12.5,0.41,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Obama failed to nominate US judges Panel 3 (Lucid) w2 yes,1,4.34,3.43,,-2.41,11.09,-2.41,11.09,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Obama failed to nominate US judges Panel 3 (Lucid) ratio yes,1,-0.72,0.79,,-2.28,0.84,-2.28,0.84,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Biden wears wire at debate Panel 2 (MTurk) w1 yes,1,-6.35,2.3,*,-10.86,-1.85,-10.86,-1.85,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Biden wears wire at debate Panel 2 (MTurk) w2 yes,1,-4.44,2.31,,-8.97,0.09,-8.97,0.09,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Biden wears wire at debate Panel 2 (MTurk) ratio yes,1,0.7,0.29,*,0.13,1.27,0.13,1.27,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump holds Bible upside down Panel 2 (MTurk) w1 yes,1,-19.46,2.5,*,-24.37,-14.56,-24.37,-14.56,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump holds Bible upside down Panel 2 (MTurk) w2 yes,1,-21.1,2.55,*,-26.1,-16.09,-26.1,-16.09,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump holds Bible upside down Panel 2 (MTurk) ratio yes,1,1.08,0.12,*,0.85,1.32,0.85,1.32,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump responsible for all Covid deaths Panel 2 (MTurk) w1 yes,1,-7.85,2.59,*,-12.93,-2.77,-12.93,-2.77,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump responsible for all Covid deaths Panel 2 (MTurk) w2 yes,1,-3.94,2.7,,-9.24,1.36,-9.24,1.36,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,Trump responsible for all Covid deaths Panel 2 (MTurk) ratio yes,1,0.5,0.29,,-0.06,1.06,-0.06,1.06,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,A black man invented the light bulb Panel 1 (MTurk) w1 yes,1,1.34,2.22,,-3.03,5.7,-3.03,5.7,FALSE
5,Table 5: Persistence to Time 2: Adjusted Estimates,A black man invented the light bulb Panel 1 (MTurk) w2 yes,1,4.98,2.41,*,0.25,9.71,0.25,9.71,FALSE
