week_index,page_views,dat_vec,fn,rd,rd2,topic_short,congeniality,panel,cume_views
6,394,2020-10-14,gs_pfact_traffic/trump-retweets-benghazi-conspiracy-theory-falsely- - content-pages.csv,2020-10-17,2020-11-18,Biden and Obama plotted to have Seal Team 6 murdered,False claim congenial to Republicans,"Panel 5
(Lucid)",51369
7,429,2020-10-14,gs_pfact_traffic/trump-retweets-benghazi-conspiracy-theory-falsely- - content-pages.csv,2020-10-17,2020-11-25,Biden and Obama plotted to have Seal Team 6 murdered,False claim congenial to Republicans,"Panel 5
(Lucid)",51798
1,159609,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-10-07,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",159609
2,6543,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-10-14,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",166152
3,1234,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-10-21,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",167386
4,579,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-10-28,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",167965
5,629,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-11-04,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",168594
6,182,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-11-11,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",168776
7,124,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-11-18,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",168900
8,85,2020-10-07,gs_pfact_traffic/trump-was-triumphant-after-leaving-hospital-he-did - content-pages.csv,2020-10-10,2020-11-25,Donald Trump claimed his DNA was USA,False claim congenial to Democrats,"Panel 3
(Lucid)",168985
1,65189,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-09-16,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",65189
2,16312,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-09-23,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",81501
3,5991,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-09-30,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",87492
4,2772,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-10-07,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",90264
5,1123,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-10-14,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",91387
6,807,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-10-21,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",92194
7,760,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-10-28,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",92954
8,511,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-11-04,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",93465
9,419,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-11-11,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",93884
10,433,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-11-18,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",94317
11,377,2020-09-16,gs_pfact_traffic/tucker-carlson-guest-airs-debunked-conspiracy-theo_ - content-pages.csv,2020-09-19,2020-11-25,SARS-CoV-2 man made virus created in the lab,False claim congenial to Republicans,"Panel 1
(Lucid)",94694
1,184490,2020-11-04,gs_pfact_traffic/voting-machines-dont-read-ballots-filled-sharpies - content-pages.csv,2020-11-07,2020-11-04,GOP voters' pens invisible to voting machines,False claim congenial to Republicans,"Panel 7
(Lucid)",184490
2,4451,2020-11-04,gs_pfact_traffic/voting-machines-dont-read-ballots-filled-sharpies - content-pages.csv,2020-11-07,2020-11-11,GOP voters' pens invisible to voting machines,False claim congenial to Republicans,"Panel 7
(Lucid)",188941
3,611,2020-11-04,gs_pfact_traffic/voting-machines-dont-read-ballots-filled-sharpies - content-pages.csv,2020-11-07,2020-11-18,GOP voters' pens invisible to voting machines,False claim congenial to Republicans,"Panel 7
(Lucid)",189552
4,261,2020-11-04,gs_pfact_traffic/voting-machines-dont-read-ballots-filled-sharpies - content-pages.csv,2020-11-07,2020-11-25,GOP voters' pens invisible to voting machines,False claim congenial to Republicans,"Panel 7
(Lucid)",189813
1,18743,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-09-25,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",18743
2,10132,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-10-02,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",28875
3,1135,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-10-09,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",30010
4,3173,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-10-16,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",33183
5,924,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-10-23,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",34107
6,2178,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-10-30,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",36285
7,457,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-11-06,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",36742
8,109,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-11-13,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",36851
9,64,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-11-20,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",36915
10,55,2020-09-25,gs_pfact_traffic/what-social-media-posts-get-wrong-about-amy-coney- - content-pages.csv,2020-09-26,2020-11-27,Trump chose Judge Barrett on basis of looks,False claim congenial to Democrats,"Panel 4
(MTurk)",36970
1,7960,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-09-18,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",7960
2,5047,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-09-25,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",13007
3,1247,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-10-02,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",14254
4,900,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-10-09,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",15154
5,536,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-10-16,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",15690
6,721,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-10-23,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",16411
7,626,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-10-30,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",17037
8,876,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-11-06,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",17913
9,600,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-11-13,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",18513
10,229,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-11-20,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",18742
11,174,2020-09-18,gs_pfact_traffic/wrong-about-donald-trump-holding-bible-u - content-pages.csv,2020-09-19,2020-11-27,Trump holds Bible upside down,False claim congenial to Democrats,"Panel 2
(MTurk)",18916
