fc,panel,panel_factor,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
1,panel_1_lucid,Panel 1 (Lucid),outcome_w1,0.22342075618617271,1.1938352725160297,0.18714538038008324,0.851688777486058,-2.12710792894929,2.5739494413216355,267,outcome_w2
1,panel_1_mturk,Panel 1 (MTurk),outcome_w1,3.725476690477474,5.367122225557512,0.6941292808159383,0.48784030819281843,-6.8128135717623755,14.263766952717322,674,outcome_w2
1,panel_2_mturk,Panel 2 (MTurk),outcome_w1,0.6990424717365198,0.2908960616002821,2.403066125718362,0.016510946492950228,0.12793395281076902,1.2701509906622706,718,outcome_w2
1,panel_3_lucid,Panel 3 (Lucid),outcome_w1,0.24358603094740827,0.42630918879625634,0.5713834872647421,0.5680268941048295,-0.5942331227651001,1.0814051846599166,447,outcome_w2
1,panel_4_mturk,Panel 4 (MTurk),outcome_w1,0.31935220441071915,0.1993139700015824,1.602257003902856,0.10940391671282378,-0.07175336151163858,0.7104577703330769,1035,outcome_w2
1,panel_5_lucid,Panel 5 (Lucid),outcome_w1,0.2846397965930741,0.8751629425668163,0.3252420580769079,0.7452033643681144,-1.4369429366446922,2.0062225298308403,331,outcome_w2
1,panel_6_mturk,Panel 6 (MTurk),outcome_w1,0.539456417209423,0.33454868194986875,1.6124900390139905,0.10772198040532825,-0.11843442523343517,1.1973472596522812,364,outcome_w2
1,panel_7_lucid,Panel 7 (Lucid),outcome_w1,-0.37328906985688903,1.3410062355246473,-0.278364902390514,0.7809045097249447,-3.011171657981767,2.264593518267989,334,outcome_w2
2,panel_1_lucid,Panel 1 (Lucid),outcome_w1,0.3616231639745773,1.4946813116141464,0.24193997821786553,0.8090076492157726,-2.5808955916518643,3.304141919601019,274,outcome_w2
2,panel_1_mturk,Panel 1 (MTurk),outcome_w1,0.14876966145309212,1.8192859070707528,0.08177365683694399,0.9348519166794531,-3.423627386182212,3.721166709088396,649,outcome_w2
2,panel_2_mturk,Panel 2 (MTurk),outcome_w1,1.0840073863848327,0.11999966029649045,9.033420458912216,1.599269038106712e-18,0.8484050080126992,1.3196097647569662,700,outcome_w2
2,panel_3_lucid,Panel 3 (Lucid),outcome_w1,-0.7183544400316779,0.7926338824791052,-0.9062878283538613,0.36529108029572144,-2.2762733173547716,0.8395644372914155,430,outcome_w2
2,panel_4_mturk,Panel 4 (MTurk),outcome_w1,0.3909647434915849,0.1254380592563955,3.116795219961532,0.0018791855888479,0.14482001255317112,0.6371094744299987,1025,outcome_w2
2,panel_5_lucid,Panel 5 (Lucid),outcome_w1,0.23381676416671196,0.5032198655636693,0.4646413628857992,0.6425559626398227,-0.7568358883460595,1.2244694166794834,275,outcome_w2
2,panel_6_mturk,Panel 6 (MTurk),outcome_w1,0.1848053597425133,0.29288698676230157,0.6309783913086445,0.5284629707400545,-0.39121752987641445,0.7608282493614411,353,outcome_w2
2,panel_7_lucid,Panel 7 (Lucid),outcome_w1,1.238197800798231,1.0602741494984993,1.1678091004896123,0.243745076074933,-0.8477172870422545,3.324112888638717,323,outcome_w2
3,panel_1_lucid,Panel 1 (Lucid),outcome_w1,-0.8167526909204864,3.827831038060314,-0.21337218983791964,0.8312058369688374,-8.354661100315937,6.721155718474964,257,outcome_w2
3,panel_1_mturk,Panel 1 (MTurk),outcome_w1,-1.6647262069570083,106.13045690603565,-0.01568565947502611,0.9874899296580801,-210.0605062538569,206.7310538399429,657,outcome_w2
3,panel_2_mturk,Panel 2 (MTurk),outcome_w1,0.502332717932811,0.28583737715911794,1.7574073864146043,0.07927042213326342,-0.058835071522572835,1.063500507388195,725,outcome_w2
3,panel_3_lucid,Panel 3 (Lucid),outcome_w1,0.19720487753662308,0.18915893779493942,1.0425353400451316,0.29773471772698445,-0.17456012144407057,0.5689698765173168,441,outcome_w2
3,panel_4_mturk,Panel 4 (MTurk),outcome_w1,-1.493421272347359,6.145894501950921,-0.24299494107380057,0.808056020337149,-13.552832624156581,10.565990079461864,1067,outcome_w2
3,panel_5_lucid,Panel 5 (Lucid),outcome_w1,0.8925696503491491,1.5657747991566706,0.570049825064172,0.5690464155543022,-2.1880170281631215,3.97315632886142,318,outcome_w2
3,panel_6_mturk,Panel 6 (MTurk),outcome_w1,0.9687525925849426,0.11215813611554691,8.637381345094036,1.7735770396177558e-16,0.7482013268718448,1.1893038582980404,368,outcome_w2
3,panel_7_lucid,Panel 7 (Lucid),outcome_w1,-0.07992135275758065,0.4436786325024457,-0.18013342744681332,0.8571590583962975,-0.9527360863116708,0.7928933807965096,328,outcome_w2
