fc,panel,panel_factor,lucid_pid_3,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
1,panel_1_lucid,Panel 1 (Lucid),Democrat,treatmentfactcheck,1.1561036630622987,6.752782235149047,0.17120404935385589,0.8643401566889435,-12.208490464209799,14.520697790334395,125,outcome_w2
1,panel_1_lucid,Panel 1 (Lucid),Republican,treatmentfactcheck,-5.03783433140315,7.359488221688213,-0.68453595951914,0.4953034321370191,-19.648265708796565,9.572597045990266,95,outcome_w2
1,panel_1_mturk,Panel 1 (MTurk),Democrat,treatmentfactcheck,8.585692735949893,3.7575754387212013,2.2849022929721468,0.023016434310681788,1.1911487150497457,15.98023675685004,300,outcome_w2
1,panel_1_mturk,Panel 1 (MTurk),Republican,treatmentfactcheck,-0.47294580309838097,3.3477478945463597,-0.14127282519356735,0.8877398400691412,-7.058345696536708,6.112454090339947,333,outcome_w2
1,panel_2_mturk,Panel 2 (MTurk),Democrat,treatmentfactcheck,-3.7457581229150905,3.105582714318578,-1.206136969285965,0.22859840255438582,-9.854205302286328,2.3626890564561474,342,outcome_w2
1,panel_2_mturk,Panel 2 (MTurk),Republican,treatmentfactcheck,-5.092342544447348,3.544426621007714,-1.4367182873148454,0.1517842551803755,-12.065915642944642,1.8812305540499468,317,outcome_w2
1,panel_3_lucid,Panel 3 (Lucid),Democrat,treatmentfactcheck,-2.6468855850171886,5.177848692392877,-0.5111940773599477,0.6097679830454434,-12.855847343524633,7.562076173490255,204,outcome_w2
1,panel_3_lucid,Panel 3 (Lucid),Republican,treatmentfactcheck,8.066982774339724,6.1873391613188256,1.3037886826653695,0.19419013152039188,-4.15298863637282,20.286954185052267,159,outcome_w2
1,panel_4_mturk,Panel 4 (MTurk),Democrat,treatmentfactcheck,-3.306920700254534,2.784245287899903,-1.187726065166074,0.2354325923036639,-8.7754720204275,2.161630619918432,574,outcome_w2
1,panel_4_mturk,Panel 4 (MTurk),Republican,treatmentfactcheck,-0.44992922388992923,3.3786581518845966,-0.1331680222336081,0.8941338871700613,-7.094008435993852,6.1941499882139945,365,outcome_w2
1,panel_5_lucid,Panel 5 (Lucid),Democrat,treatmentfactcheck,-0.39367561801550166,5.157624382206774,-0.07632886554779725,0.939264147094287,-10.58871149417609,9.801360258145086,143,outcome_w2
1,panel_5_lucid,Panel 5 (Lucid),Republican,treatmentfactcheck,5.849439296227333,5.406346345055641,1.0819579292356882,0.28113132038602395,-4.839197855019439,16.538076447474104,140,outcome_w2
1,panel_6_mturk,Panel 6 (MTurk),Democrat,treatmentfactcheck,-8.579161159188208,4.085058571418574,-2.1001317384316027,0.03712648040016222,-16.640537672628174,-0.5177846457482431,178,outcome_w2
1,panel_6_mturk,Panel 6 (MTurk),Republican,treatmentfactcheck,-2.0698536330293282,5.5502231356125185,-0.3729316069741943,0.7097293346773388,-13.03716768811506,8.897460422056403,149,outcome_w2
1,panel_7_lucid,Panel 7 (Lucid),Democrat,treatmentfactcheck,3.354438903378611,4.939104715118228,0.6791593004924407,0.4979885089771431,-6.397554817955239,13.106432624712461,165,outcome_w2
1,panel_7_lucid,Panel 7 (Lucid),Republican,treatmentfactcheck,-3.0849450640976515,6.19142025638014,-0.49826129326606033,0.6192195283073456,-15.34457554884884,9.174685420653537,119,outcome_w2
