fc,panel_factor,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
1,Panel 6 (MTurk),control,0.028364849833149162,0.3720917294987631,0.0762307989789476,0.9392450702631059,-0.7014771133964678,0.758206813062766,1590,lucid_hhin
1,Panel 6 (MTurk),factcheck,0.3261074141291926,0.3798016538071728,0.8586255769564367,0.39067654074123614,-0.41885723484563425,1.0710720631040194,1590,lucid_hhin
1,Panel 6 (MTurk),control,0.009511695152056368,0.05246152550757942,0.18130801687576087,0.8561489223532996,-0.09338933632760103,0.11241272663171377,1590,political_knowledge_pre
1,Panel 6 (MTurk),factcheck,0.07373983777239462,0.05110560641110791,1.4428913567566457,0.14924804464660016,-0.02650161657373612,0.17398129211852537,1590,political_knowledge_pre
1,Panel 6 (MTurk),control,0.04035347917439003,0.059942046173664956,0.6732082361265638,0.5009126578088345,-0.07722027264836691,0.15792723099714695,1590,political_interest_pre
1,Panel 6 (MTurk),factcheck,0.06651206560462378,0.06060459608137601,1.0974756025981196,0.27259971418357204,-0.052361249436140775,0.18538538064538834,1590,political_interest_pre
1,Panel 6 (MTurk),control,0.0361069362716648,0.07250148831814779,0.49801648365095563,0.6185412970319171,-0.10610162246858534,0.17831549501191496,1590,cognitive_reflection_pre
1,Panel 6 (MTurk),factcheck,-0.04179071182680136,0.07503073497933668,-0.5569812402652118,0.5776186365635343,-0.18896027937845586,0.10537885572485314,1590,cognitive_reflection_pre
1,Panel 6 (MTurk),control,0.25030949698769184,0.3185920687530877,0.7856739747708045,0.4321755752179274,-0.3745951770327813,0.8752141710081649,1590,need_for_cognition_pre
1,Panel 6 (MTurk),factcheck,-0.39840334051322385,0.316131001545667,-1.260247614328556,0.20776497351853487,-1.0184807367956952,0.22167405576924742,1590,need_for_cognition_pre
1,Panel 6 (MTurk),control,0.09163752964237579,0.1728086610202575,0.5302831993567358,0.5959896395267694,-0.24731924478527337,0.43059430407002497,1590,extraversion_pre
1,Panel 6 (MTurk),factcheck,0.008328731737318894,0.17132002890026912,0.04861504980347228,0.9612321817817507,-0.32770815465508013,0.34436561812971794,1590,extraversion_pre
1,Panel 6 (MTurk),control,-0.025212684876194054,0.13042673995322418,-0.19330917023024763,0.8467415348504119,-0.28103913948008835,0.23061376972770026,1590,agreeableness_pre
1,Panel 6 (MTurk),factcheck,0.003530057583294678,0.13397885061754763,0.026347871824721678,0.9789831782746936,-0.25926370968930895,0.2663238248558983,1590,agreeableness_pre
1,Panel 6 (MTurk),control,0.03274386627234824,0.131658899177271,0.2487022637813532,0.803623216464035,-0.2254994157850915,0.290987148329788,1590,conscientiousness_pre
1,Panel 6 (MTurk),factcheck,0.04249219999530471,0.13155960921880347,0.32298818951821123,0.7467466557961222,-0.21555632906852631,0.30054072905913576,1590,conscientiousness_pre
1,Panel 6 (MTurk),control,0.11722028973903582,0.15793026426021864,0.7422281618290351,0.4580587371822723,-0.19255314778487814,0.42699372726294976,1590,emotional_stability_pre
1,Panel 6 (MTurk),factcheck,-0.11068291100376403,0.1616928555466956,-0.6845256744927712,0.4937430453114975,-0.4278365099063042,0.2064706878987761,1590,emotional_stability_pre
1,Panel 6 (MTurk),control,-0.005640619910848454,0.1400687649017016,-0.04027036230959106,0.9678826378081911,-0.2803794927708145,0.26909825294911754,1590,openness_to_experience_pre
1,Panel 6 (MTurk),factcheck,-0.08121555459758346,0.13565547402822553,-0.5986898441023112,0.549465010146645,-0.34729794675656733,0.18486683756140043,1590,openness_to_experience_pre
1,Panel 7 (Lucid),control,0.13526967653502028,0.11472972450540932,1.1790290364433198,0.238504268390834,-0.08971067372893679,0.36025002679897733,2384,lucid_pid_7n
1,Panel 7 (Lucid),factcheck,0.061739745403110745,0.11731984865203096,0.5262514920747126,0.5987624336940536,-0.1683197335717899,0.29179922437801137,2384,lucid_pid_7n
1,Panel 7 (Lucid),control,1.3938642010060036,0.8369262598880068,1.6654564061504336,0.09595312180270368,-0.24731435064152252,3.0350427526535295,2384,lucid_age
1,Panel 7 (Lucid),factcheck,1.181593159315915,0.8558623448530994,1.3805878555373576,0.16753514042410825,-0.49671828920241046,2.8599046078342405,2384,lucid_age
1,Panel 7 (Lucid),control,0.0011901993660428441,0.00948194250753914,0.12552273598964672,0.900120310458391,-0.01740350645627245,0.01978390518835814,2384,race_asian
1,Panel 7 (Lucid),factcheck,-7.650765076506668e-4,0.009479845878967835,-0.08070558502940221,0.9356828693237953,-0.019354670926122027,0.01782451791082069,2384,race_asian
1,Panel 7 (Lucid),control,0.011011638864752047,0.014732326782515279,0.7474473670934965,0.4548672778534475,-0.017877858203438776,0.03990113593294287,2384,race_black
1,Panel 7 (Lucid),factcheck,0.013610646778963783,0.015016583955053304,0.9063743671465039,0.36482933256258887,-0.01583626710965732,0.043057560667584885,2384,race_black
1,Panel 7 (Lucid),control,-0.0051034769731606155,0.016523870611288315,-0.30885481333133685,0.7574589583425104,-0.037506119042336646,0.02729916509601541,2384,race_hispanic
1,Panel 7 (Lucid),factcheck,0.0024559598817024578,0.01694589855819442,0.1449294573119491,0.8847788194689822,-0.030774261925204372,0.035686181688609285,2384,race_hispanic
1,Panel 7 (Lucid),control,0.003663917071559002,0.009481365580302749,0.386433477385439,0.6992101464970037,-0.014928657419775771,0.022256491562893773,2384,race_other
1,Panel 7 (Lucid),factcheck,-0.013813167030988794,0.00842345050907685,-1.639846641955592,0.10116898919469332,-0.030331212848085355,0.0027048787861077683,2384,race_other
1,Panel 7 (Lucid),control,-0.010762278329192455,0.022776190666286025,-0.4725231926128494,0.6365966437810353,-0.05542546719214578,0.03390091053376086,2384,race_white
1,Panel 7 (Lucid),factcheck,-0.0014883631220265117,0.022960832425745783,-0.06482182764234727,0.9483212968181508,-0.04651362700865559,0.043536900764602565,2384,race_white
1,Panel 7 (Lucid),control,0.30996585443463953,0.3537765231384999,0.8761628716479049,0.3810297691414192,-0.38377560126903865,1.0037073101383176,2384,lucid_hhin
1,Panel 7 (Lucid),factcheck,0.09224636749389058,0.3545473776151352,0.26018065093129794,0.7947468971465554,-0.6030067026663165,0.7874994376540977,2384,lucid_hhin
