fc,panel,panel_factor,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
1,panel_1_lucid,Panel 1 (Lucid),treatmentfactcheck,0.7514451832961525,4.405941603854415,0.17055268790643338,0.8647046703340718,-7.923363111708796,9.426253478301101,267,outcome_w2
1,panel_1_mturk,Panel 1 (MTurk),treatmentfactcheck,4.982024009187676,2.4100596021148903,2.067178755585887,0.0390985281644983,0.24989633088670882,9.714151687488645,674,outcome_w2
1,panel_2_mturk,Panel 2 (MTurk),treatmentfactcheck,-4.440933239150552,2.3069950241708934,-1.9249860500876332,0.054625858137109753,-8.970195354887762,0.08832887658665811,718,outcome_w2
1,panel_3_lucid,Panel 3 (Lucid),treatmentfactcheck,-1.9879145266146088,3.654046150785844,-0.54403103972485,0.5866913603877484,-9.16915746984607,5.193328416616852,447,outcome_w2
1,panel_4_mturk,Panel 4 (MTurk),treatmentfactcheck,-2.8615902975963494,2.07233551148474,-1.380852801941391,0.16762231324873866,-6.928048624595721,1.204868029403023,1035,outcome_w2
1,panel_5_lucid,Panel 5 (Lucid),treatmentfactcheck,1.1098426177931349,3.656596787698668,0.3035179108417995,0.7616858895809433,-6.083256616563549,8.30294185214982,331,outcome_w2
1,panel_6_mturk,Panel 6 (MTurk),treatmentfactcheck,-4.587594613123179,3.2342159428881376,-1.4184564958351178,0.15691312522303605,-10.947688572864557,1.7724993466181989,364,outcome_w2
1,panel_7_lucid,Panel 7 (Lucid),treatmentfactcheck,1.3011850509993066,3.6988373390263525,0.35178217686691204,0.7252234586595667,-5.974768150744355,8.577138252742968,334,outcome_w2
2,panel_1_lucid,Panel 1 (Lucid),treatmentfactcheck,-0.7905669559661654,3.483154214565628,-0.22696869195748612,0.8206173328757831,-7.647712037970443,6.066578126038111,274,outcome_w2
2,panel_1_mturk,Panel 1 (MTurk),treatmentfactcheck,-0.17362482375199276,2.3386548361711714,-0.07424132072274935,0.9408412437459542,-4.765868186768934,4.418618539264948,649,outcome_w2
2,panel_2_mturk,Panel 2 (MTurk),treatmentfactcheck,-21.096388639884594,2.5478816531973996,-8.279971957649687,6.243712308316796e-16,-26.098794278541114,-16.093983001228075,700,outcome_w2
2,panel_3_lucid,Panel 3 (Lucid),treatmentfactcheck,4.342617799153247,3.433882996028687,1.2646376723305712,0.2066862265721496,-2.4066661518427512,11.091901750149246,430,outcome_w2
2,panel_4_mturk,Panel 4 (MTurk),treatmentfactcheck,-5.573783894338952,2.041651085292577,-2.730037436117644,0.006441258927406602,-9.580077199884013,-1.5674905887938921,1025,outcome_w2
2,panel_5_lucid,Panel 5 (Lucid),treatmentfactcheck,-1.6784377092322236,3.9465858449495155,-0.4252885342352648,0.6709589549747046,-9.44779659829207,6.090921179827623,275,outcome_w2
2,panel_6_mturk,Panel 6 (MTurk),treatmentfactcheck,-1.6830219619184728,2.954096723682308,-0.5697247312270028,0.5692267929985863,-7.492864692726724,4.126820768889778,353,outcome_w2
2,panel_7_lucid,Panel 7 (Lucid),treatmentfactcheck,-4.846246404654524,3.796310572416789,-1.2765674230834412,0.2026720513759394,-12.314863370255399,2.622370560946351,323,outcome_w2
3,panel_1_lucid,Panel 1 (Lucid),treatmentfactcheck,-1.5482935116899588,4.427880346284897,-0.3496692301066843,0.7268733115576338,-10.267841518430336,7.171254495050418,257,outcome_w2
3,panel_1_mturk,Panel 1 (MTurk),treatmentfactcheck,0.0904467878792889,2.37894418820467,0.038019718296773856,0.969683509725831,-4.580803522744382,4.76169709850296,657,outcome_w2
3,panel_2_mturk,Panel 2 (MTurk),treatmentfactcheck,-3.942380214331435,2.70093284903568,-1.4596365162277143,0.1448231437497808,-9.244963562334409,1.3602031336715394,725,outcome_w2
3,panel_3_lucid,Panel 3 (Lucid),treatmentfactcheck,-3.0625398583263834,3.1432559766414894,-0.9743208574437041,0.33043137588259996,-9.240162594921411,3.1150828782686455,441,outcome_w2
3,panel_4_mturk,Panel 4 (MTurk),treatmentfactcheck,0.9120243651966546,1.682629074264785,0.5420234198646297,0.5879155435369982,-2.389613199950576,4.213661930343886,1067,outcome_w2
3,panel_5_lucid,Panel 5 (Lucid),treatmentfactcheck,-2.3346076999890517,3.7992644673426805,-0.6144893886847383,0.5393313813242349,-9.80947797670104,5.140262576722936,318,outcome_w2
3,panel_6_mturk,Panel 6 (MTurk),treatmentfactcheck,-22.792647096405197,3.423780159611292,-6.657158472170388,1.0164745687327675e-10,-29.52527545381413,-16.060018738996263,368,outcome_w2
3,panel_7_lucid,Panel 7 (Lucid),treatmentfactcheck,0.7125593880731637,3.8154320029428583,0.18675719748735234,0.8519664671054018,-6.79324554163339,8.218364317779718,328,outcome_w2
