fc,panel,panel_factor,term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome
1,panel_4_mturk,Panel 4 (MTurk),treatmentfactcheck,-2.02004716981132,2.482962240947452,-0.813563386707205,0.41612403052002556,-6.893536021482669,2.8534416818600294,846,outcome_w3
1,panel_6_mturk,Panel 6 (MTurk),treatmentfactcheck,3.9347826086956545,4.454794339186943,0.8832691947376863,0.37775391924868784,-4.829601931244868,12.699167148636176,320,outcome_w3
2,panel_4_mturk,Panel 4 (MTurk),treatmentfactcheck,-4.51346528136366,2.5229308110544353,-1.7889770347991827,0.07397959777593108,-9.465471053466995,0.43854049073967527,838,outcome_w3
2,panel_6_mturk,Panel 6 (MTurk),treatmentfactcheck,-0.6443161448997453,4.164060325000307,-0.15473266346104095,0.8771334246718125,-8.837921009385372,7.549288719585881,308,outcome_w3
3,panel_4_mturk,Panel 4 (MTurk),treatmentfactcheck,-1.9851933327692635,2.25499568325399,-0.880353495801199,0.3789115172128752,-6.411075087733716,2.4406884221951888,868,outcome_w3
3,panel_6_mturk,Panel 6 (MTurk),treatmentfactcheck,-27.59311224489796,4.048518552694221,-6.815607211812136,4.8315669363334375e-11,-35.55886406954834,-19.627360420247577,313,outcome_w3
